ID;LOCAL;NUMERO;BAIRRO;ANO;DATA;HORA;CIDADE;ENDEREÇO;TIPO DE FURTO;DIA DA SEMANA
1377;JOSE BONIFACIO;865;CENTRO;2024;29/09/2024;00:30:00;SAO LEOPOLDO;JOSE BONIFACIO, 865, CENTRO, SAO LEOPOLDO;VEICULO;domingo
1378;JOSE BONIFACIO;865;CENTRO;2024;29/09/2024;00:30:00;SAO LEOPOLDO;JOSE BONIFACIO, 865, CENTRO, SAO LEOPOLDO;VEICULO;domingo
1379;JOSE BONIFACIO;0;CENTRO;2024;29/09/2024;07:00:00;SAO LEOPOLDO;JOSE BONIFACIO, 0, CENTRO, SAO LEOPOLDO;VEICULO;domingo
1380;MIGUEL STEIGLEDER;27;RIO DOS SINOS;2024;29/09/2024;13:00:00;SAO LEOPOLDO;MIGUEL STEIGLEDER, 27, RIO DOS SINOS, SAO LEOPOLDO;QUALIFICADO;domingo
1381;MONTEVIDEU;57;SANTA TERESA;2024;29/09/2024;02:00:00;SAO LEOPOLDO;MONTEVIDEU, 57, SANTA TERESA, SAO LEOPOLDO;QUALIFICADO;domingo
1382;RIO XINGU;0;ARROIO DA MANTEIGA;2024;29/09/2024;17:00:00;SAO LEOPOLDO;RIO XINGU, 0, ARROIO DA MANTEIGA, SAO LEOPOLDO;QUALIFICADO;domingo
1383;THOMAS EDSON;2598;VICENTINA;2024;29/09/2024;09:00:00;SAO LEOPOLDO;THOMAS EDSON, 2598, VICENTINA, SAO LEOPOLDO;SIMPLES;domingo
1384;EVEREST;230;PINHEIRO;2024;30/09/2024;09:00:00;SAO LEOPOLDO;EVEREST, 230, PINHEIRO, SAO LEOPOLDO;SIMPLES;segunda-feira
1385;JOAO CORREA;657;SAO JOSE;2024;30/09/2024;07:30:00;SAO LEOPOLDO;JOAO CORREA, 657, SAO JOSE, SAO LEOPOLDO;SIMPLES;segunda-feira
1386;JOAO NEVES DA FONTOURA;467;CENTRO;2024;30/09/2024;11:00:00;SAO LEOPOLDO;JOAO NEVES DA FONTOURA, 467, CENTRO, SAO LEOPOLDO;CELULAR;segunda-feira
1387;JOSE BONIFACIO;1020;CENTRO;2024;30/09/2024;08:00:00;SAO LEOPOLDO;JOSE BONIFACIO, 1020, CENTRO, SAO LEOPOLDO;VEICULO;segunda-feira
1388;MARQUES DO HERVAL;479;CENTRO;2024;30/09/2024;04:30:00;SAO LEOPOLDO;MARQUES DO HERVAL, 479, CENTRO, SAO LEOPOLDO;QUALIFICADO;segunda-feira
1389;CORA CORALINA;0;SANTOS DUMONT;2024;01/10/2024;16:00:00;SAO LEOPOLDO;CORA CORALINA, 0, SANTOS DUMONT, SAO LEOPOLDO;FIOS E CABOS;terça-feira
1390;INTEGRACAO;1256;FEITORIA;2024;01/10/2024;21:00:00;SAO LEOPOLDO;INTEGRACAO, 1256, FEITORIA, SAO LEOPOLDO;SIMPLES;terça-feira
1391;MARQUES DO HERVAL;912;CENTRO;2024;01/10/2024;10:00:00;SAO LEOPOLDO;MARQUES DO HERVAL, 912, CENTRO, SAO LEOPOLDO;CELULAR;terça-feira
1392;CONCEICAO;679;CENTRO;2024;02/10/2024;11:00:00;SAO LEOPOLDO;CONCEICAO, 679, CENTRO, SAO LEOPOLDO;CELULAR;quarta-feira
1393;DA PRAIA;127;RIO DOS SINOS;2024;02/10/2024;16:00:00;SAO LEOPOLDO;DA PRAIA, 127, RIO DOS SINOS, SAO LEOPOLDO;QUALIFICADO;quarta-feira
1394;ISAURA MAIA;957;SANTOS DUMONT;2024;02/10/2024;08:00:00;SAO LEOPOLDO;ISAURA MAIA, 957, SANTOS DUMONT, SAO LEOPOLDO;RESIDENCIA;quarta-feira
1395;PRIMEIRO DE MARCO;821;CENTRO;2024;02/10/2024;19:00:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 821, CENTRO, SAO LEOPOLDO;SIMPLES;quarta-feira
1396;PRIMEIRO DE MARCO;821;CENTRO;2024;02/10/2024;21:00:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 821, CENTRO, SAO LEOPOLDO;VEICULO;quarta-feira
1397;QUARAI MIRIM;322;CAMPINA;2024;02/10/2024;00:00:00;SAO LEOPOLDO;QUARAI MIRIM, 322, CAMPINA, SAO LEOPOLDO;VEICULO;quarta-feira
1398;THEODOMIRO PORTO DA FONSECA;799;FIAO;2024;02/10/2024;22:00:00;SAO LEOPOLDO;THEODOMIRO PORTO DA FONSECA, 799, FIAO, SAO LEOPOLDO;SIMPLES;quarta-feira
1399;VITOR DE BRITTO;214;SANTO ANDRE;2024;02/10/2024;14:00:00;SAO LEOPOLDO;VITOR DE BRITTO, 214, SANTO ANDRE, SAO LEOPOLDO;ARROMBAMENTO;quarta-feira
1400;INDEPENDENCIA;443;CENTRO;2024;03/10/2024;16:00:00;SAO LEOPOLDO;INDEPENDENCIA, 443, CENTRO, SAO LEOPOLDO;SIMPLES;quinta-feira
1401;OSVALDO ARANHA;624;CENTRO;2024;03/10/2024;15:30:00;SAO LEOPOLDO;OSVALDO ARANHA, 624, CENTRO, SAO LEOPOLDO;CELULAR;quinta-feira
1402;THOMAS EDSON;2158;SCHARLAU;2024;03/10/2024;08:00:00;SAO LEOPOLDO;THOMAS EDSON, 2158, SCHARLAU, SAO LEOPOLDO;SIMPLES;quinta-feira
1403;ISAURA MAIA;95;SANTOS DUMONT;2024;04/10/2024;01:00:00;SAO LEOPOLDO;ISAURA MAIA, 95, SANTOS DUMONT, SAO LEOPOLDO;FIOS E CABOS;sexta-feira
1404;CAMPO BOM;975;CAMPINA;2024;04/10/2024;14:00:00;SAO LEOPOLDO;CAMPO BOM, 975, CAMPINA, SAO LEOPOLDO;RESIDENCIA;sexta-feira
1405;FERRAZ DE ABREU;726;RIO DOS SINOS;2024;04/10/2024;16:30:00;SAO LEOPOLDO;FERRAZ DE ABREU, 726, RIO DOS SINOS, SAO LEOPOLDO;RESIDENCIA;sexta-feira
1406;PRIMEIRO DE MARCO;127;CENTRO;2024;04/10/2024;09:00:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 127, CENTRO, SAO LEOPOLDO;VEICULO;sexta-feira
1407;CLEMENTE PINTO;566;FIAO;2024;05/10/2024;11:00:00;SAO LEOPOLDO;CLEMENTE PINTO, 566, FIAO, SAO LEOPOLDO;QUALIFICADO;sábado
1408;MAUA;0;RIO DOS SINOS;2024;05/10/2024;20:30:00;SAO LEOPOLDO;MAUA, 0, RIO DOS SINOS, SAO LEOPOLDO;CELULAR;sábado
1409;THEODORICO MOUTINHO;165;CAMPINA;2024;05/10/2024;21:00:00;SAO LEOPOLDO;THEODORICO MOUTINHO, 165, CAMPINA, SAO LEOPOLDO;RESIDENCIA;sábado
1410;JACY PORTO;309;VICENTINA;2024;06/10/2024;17:00:00;SAO LEOPOLDO;JACY PORTO, 309, VICENTINA, SAO LEOPOLDO;FIOS E CABOS;domingo
1411;PRIMEIRO DE MARCO;834;CENTRO;2024;06/10/2024;13:30:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 834, CENTRO, SAO LEOPOLDO;VEICULO;domingo
1412;DOM JOAO BECKER;482;CENTRO;2024;07/10/2024;04:00:00;SAO LEOPOLDO;DOM JOAO BECKER, 482, CENTRO, SAO LEOPOLDO;QUALIFICADO;segunda-feira
1413;PRIMEIRO DE MARCO;874;CENTRO;2024;07/10/2024;18:00:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 874, CENTRO, SAO LEOPOLDO;SIMPLES;segunda-feira
1414;PRIMEIRO DE MARCO;834;CENTRO;2024;07/10/2024;15:00:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 834, CENTRO, SAO LEOPOLDO;VEICULO;segunda-feira
1415;ALBERTO CASALI;410;ARROIO DA MANTEIGA;2024;08/10/2024;14:30:00;SAO LEOPOLDO;ALBERTO CASALI, 410, ARROIO DA MANTEIGA, SAO LEOPOLDO;RESIDENCIA;terça-feira
1416;PRIMEIRO DE MARCO;474;CENTRO;2024;08/10/2024;17:30:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 474, CENTRO, SAO LEOPOLDO;VEICULO;terça-feira
1417;PRIMEIRO DE MARCO;1107;CENTRO;2024;08/10/2024;10:00:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 1107, CENTRO, SAO LEOPOLDO;VEICULO;terça-feira
1418;PRIMEIRO DE MARCO;324;CENTRO;2024;08/10/2024;09:00:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 324, CENTRO, SAO LEOPOLDO;VEICULO;terça-feira
1419;FEITORIA;4908;FEITORIA;2024;09/10/2024;03:30:00;SAO LEOPOLDO;FEITORIA, 4908, FEITORIA, SAO LEOPOLDO;QUALIFICADO;quarta-feira
1420;MAUA;0;SANTOS DUMONT;2024;09/10/2024;18:30:00;SAO LEOPOLDO;MAUA, 0, SANTOS DUMONT, SAO LEOPOLDO;QUALIFICADO;quarta-feira
1421;PRIMEIRO DE MARCO;264;CENTRO;2024;09/10/2024;08:30:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 264, CENTRO, SAO LEOPOLDO;VEICULO;quarta-feira
1422;SAO JOAQUIM;1064;CENTRO;2024;09/10/2024;17:30:00;SAO LEOPOLDO;SAO JOAQUIM, 1064, CENTRO, SAO LEOPOLDO;CELULAR;quarta-feira
1423;THEODOMIRO PORTO DA FONSECA;2306;PADRE REUS;2024;09/10/2024;12:00:00;SAO LEOPOLDO;THEODOMIRO PORTO DA FONSECA, 2306, PADRE REUS, SAO LEOPOLDO;RESIDENCIA;quarta-feira
1424;THEODOMIRO PORTO DA FONSECA;2306;PADRE REUS;2024;09/10/2024;15:00:00;SAO LEOPOLDO;THEODOMIRO PORTO DA FONSECA, 2306, PADRE REUS, SAO LEOPOLDO;QUALIFICADO;quarta-feira
1425;24 DE AGOSTO;61;SANTA TERESA;2024;10/10/2024;13:00:00;SAO LEOPOLDO;24 DE AGOSTO, 61, SANTA TERESA, SAO LEOPOLDO;SIMPLES;quinta-feira
1426;ARTUR GEORG;335;FEITORIA;2024;10/10/2024;21:00:00;SAO LEOPOLDO;ARTUR GEORG, 335, FEITORIA, SAO LEOPOLDO;RESIDENCIA;quinta-feira
1427;MIGUEL STEIGLEDER;439;RIO DOS SINOS;2024;10/10/2024;15:00:00;SAO LEOPOLDO;MIGUEL STEIGLEDER, 439, RIO DOS SINOS, SAO LEOPOLDO;FIOS E CABOS;quinta-feira
1428;OSVALDO ARANHA;895;CENTRO;2024;10/10/2024;03:00:00;SAO LEOPOLDO;OSVALDO ARANHA, 895, CENTRO, SAO LEOPOLDO;RESIDENCIA;quinta-feira
1429;OSVALDO ARANHA;887;CENTRO;2024;10/10/2024;12:00:00;SAO LEOPOLDO;OSVALDO ARANHA, 887, CENTRO, SAO LEOPOLDO;QUALIFICADO;quinta-feira
1430;PRESIDENTE JOAO GOULART;397;FIAO;2024;10/10/2024;14:30:00;SAO LEOPOLDO;PRESIDENTE JOAO GOULART, 397, FIAO, SAO LEOPOLDO;SIMPLES;quinta-feira
1431;PRESIDENTE ROOSEVELT;454;CENTRO;2024;10/10/2024;16:00:00;SAO LEOPOLDO;PRESIDENTE ROOSEVELT, 454, CENTRO, SAO LEOPOLDO;VEICULO;quinta-feira
1432;PRIMAVERA;220;CAMPINA;2024;10/10/2024;08:00:00;SAO LEOPOLDO;PRIMAVERA, 220, CAMPINA, SAO LEOPOLDO;VEICULO;quinta-feira
1433;VIAMAO;685;SANTA TERESA;2024;10/10/2024;10:00:00;SAO LEOPOLDO;VIAMAO, 685, SANTA TERESA, SAO LEOPOLDO;QUALIFICADO;quinta-feira
1434;BENTO GONCALVES;873;CENTRO;2024;11/10/2024;16:30:00;SAO LEOPOLDO;BENTO GONCALVES, 873, CENTRO, SAO LEOPOLDO;SIMPLES;sexta-feira
1435;DOM JOAO BECKER;754;CENTRO;2024;11/10/2024;12:00:00;SAO LEOPOLDO;DOM JOAO BECKER, 754, CENTRO, SAO LEOPOLDO;SIMPLES;sexta-feira
1436;JOAO ALVES PEREIRA;257;PINHEIRO;2024;11/10/2024;01:00:00;SAO LEOPOLDO;JOAO ALVES PEREIRA, 257, PINHEIRO, SAO LEOPOLDO;RESIDENCIA;sexta-feira
1437;NERO FARIA LEAL;417;FEITORIA;2024;11/10/2024;20:00:00;SAO LEOPOLDO;NERO FARIA LEAL, 417, FEITORIA, SAO LEOPOLDO;CELULAR;sexta-feira
1438;PRESIDENTE ROOSEVELT;1115;CENTRO;2024;11/10/2024;09:00:00;SAO LEOPOLDO;PRESIDENTE ROOSEVELT, 1115, CENTRO, SAO LEOPOLDO;VEICULO;sexta-feira
1439;SAO CAETANO;36;CENTRO;2024;11/10/2024;12:30:00;SAO LEOPOLDO;SAO CAETANO, 36, CENTRO, SAO LEOPOLDO;CELULAR;sexta-feira
1440;FIRMINO JOSE TOMAZZI;0;VICENTINA;2024;12/10/2024;19:00:00;SAO LEOPOLDO;FIRMINO JOSE TOMAZZI, 0, VICENTINA, SAO LEOPOLDO;SIMPLES;sábado
1441;PRESERVACAO;121;ARROIO DA MANTEIGA;2024;12/10/2024;16:30:00;SAO LEOPOLDO;PRESERVACAO, 121, ARROIO DA MANTEIGA, SAO LEOPOLDO;VEICULO;sábado
1442;PRESIDENTE ROOSEVELT;0;CENTRO;2024;12/10/2024;02:00:00;SAO LEOPOLDO;PRESIDENTE ROOSEVELT, 0, CENTRO, SAO LEOPOLDO;VEICULO;sábado
1443;ALFREDO BIEGELMEIER;525;BOA VISTA;2024;13/10/2024;00:30:00;SAO LEOPOLDO;ALFREDO BIEGELMEIER, 525, BOA VISTA, SAO LEOPOLDO;QUALIFICADO;domingo
1444;CAXIAS DO SUL;295;RIO DOS SINOS;2024;13/10/2024;02:00:00;SAO LEOPOLDO;CAXIAS DO SUL, 295, RIO DOS SINOS, SAO LEOPOLDO;RESIDENCIA;domingo
1445;DA PRAIA;0;CENTRO;2024;13/10/2024;14:00:00;SAO LEOPOLDO;DA PRAIA, 0, CENTRO, SAO LEOPOLDO;ARROMBAMENTO;domingo
1446;DIENSTMANN;414;RIO DOS SINOS;2024;13/10/2024;13:30:00;SAO LEOPOLDO;DIENSTMANN, 414, RIO DOS SINOS, SAO LEOPOLDO;FIOS E CABOS;domingo
1447;PINTO BANDEIRA;446;SCHARLAU;2024;13/10/2024;22:00:00;SAO LEOPOLDO;PINTO BANDEIRA, 446, SCHARLAU, SAO LEOPOLDO;VEICULO;domingo
1448;PRACA CARLOS OTAVIANO DE PAULA;24;CENTRO;2024;13/10/2024;00:00:00;SAO LEOPOLDO;PRACA CARLOS OTAVIANO DE PAULA, 24, CENTRO, SAO LEOPOLDO;VEICULO;domingo
1449;ALBINO TIMM;0;FEITORIA;2024;14/10/2024;15:00:00;SAO LEOPOLDO;ALBINO TIMM, 0, FEITORIA, SAO LEOPOLDO;SIMPLES;segunda-feira
1450;AUGUSTO EUGENIO DAUDT;444;FEITORIA;2024;14/10/2024;08:00:00;SAO LEOPOLDO;AUGUSTO EUGENIO DAUDT, 444, FEITORIA, SAO LEOPOLDO;QUALIFICADO;segunda-feira
1451;BENTO DE SOUZA;28;FAZENDA SAO BORJA;2024;14/10/2024;21:00:00;SAO LEOPOLDO;BENTO DE SOUZA, 28, FAZENDA SAO BORJA, SAO LEOPOLDO;RESIDENCIA;segunda-feira
1452;FEITORIA;4825;FEITORIA;2024;14/10/2024;13:00:00;SAO LEOPOLDO;FEITORIA, 4825, FEITORIA, SAO LEOPOLDO;SIMPLES;segunda-feira
1453;HENRIQUE BIER;4703;ARROIO DA MANTEIGA;2024;14/10/2024;07:30:00;SAO LEOPOLDO;HENRIQUE BIER, 4703, ARROIO DA MANTEIGA, SAO LEOPOLDO;SIMPLES;segunda-feira
1454;IJUI;350;SANTA TERESA;2024;14/10/2024;14:30:00;SAO LEOPOLDO;IJUI, 350, SANTA TERESA, SAO LEOPOLDO;RESIDENCIA;segunda-feira
1455;LIONS SCHARLAU;99;SANTOS DUMONT;2024;14/10/2024;13:30:00;SAO LEOPOLDO;LIONS SCHARLAU, 99, SANTOS DUMONT, SAO LEOPOLDO;SIMPLES;segunda-feira
1456;PARANA;342;SCHARLAU;2024;14/10/2024;12:00:00;SAO LEOPOLDO;PARANA, 342, SCHARLAU, SAO LEOPOLDO;VEICULO;segunda-feira
1457;PINDAI;327;CAMPINA;2024;14/10/2024;10:30:00;SAO LEOPOLDO;PINDAI, 327, CAMPINA, SAO LEOPOLDO;VEICULO;segunda-feira
1458;PINHEIRO MACHADO;272;MORRO DO ESPELHO;2024;14/10/2024;01:00:00;SAO LEOPOLDO;PINHEIRO MACHADO, 272, MORRO DO ESPELHO, SAO LEOPOLDO;VEICULO;segunda-feira
1459;SENADOR SALGADO FILHO;3503;SANTOS DUMONT;2024;14/10/2024;18:30:00;SAO LEOPOLDO;SENADOR SALGADO FILHO, 3503, SANTOS DUMONT, SAO LEOPOLDO;QUALIFICADO;segunda-feira
1460;FELIPE SCHIEL;362;SANTO ANDRE;2024;15/10/2024;02:00:00;SAO LEOPOLDO;FELIPE SCHIEL, 362, SANTO ANDRE, SAO LEOPOLDO;RESIDENCIA;terça-feira
1461;LEOPOLDO WASUN;0;SANTOS DUMONT;2024;15/10/2024;10:00:00;SAO LEOPOLDO;LEOPOLDO WASUN, 0, SANTOS DUMONT, SAO LEOPOLDO;SIMPLES;terça-feira
1462;PAQUISTAO;23;SCHARLAU;2024;15/10/2024;17:00:00;SAO LEOPOLDO;PAQUISTAO, 23, SCHARLAU, SAO LEOPOLDO;VEICULO;terça-feira
1463;RIO IGUACU;40;ARROIO DA MANTEIGA;2024;15/10/2024;08:00:00;SAO LEOPOLDO;RIO IGUACU, 40, ARROIO DA MANTEIGA, SAO LEOPOLDO;SIMPLES;terça-feira
1464;ODILO ALOYSIO DAUDT;291;FEITORIA;2024;16/10/2024;16:00:00;SAO LEOPOLDO;ODILO ALOYSIO DAUDT, 291, FEITORIA, SAO LEOPOLDO;SIMPLES;quarta-feira
1465;HENRIQUE BIER;1400;CAMPINA;2024;17/10/2024;19:30:00;SAO LEOPOLDO;HENRIQUE BIER, 1400, CAMPINA, SAO LEOPOLDO;SIMPLES;quinta-feira
1466;HENRIQUE BIER;4670;ARROIO DA MANTEIGA;2024;17/10/2024;11:30:00;SAO LEOPOLDO;HENRIQUE BIER, 4670, ARROIO DA MANTEIGA, SAO LEOPOLDO;CELULAR;quinta-feira
1467;LINDOLFO COLLOR;1357;SAO MIGUEL;2024;17/10/2024;20:00:00;SAO LEOPOLDO;LINDOLFO COLLOR, 1357, SAO MIGUEL, SAO LEOPOLDO;QUALIFICADO;quinta-feira
1468;PAMPEIRO;671;CAMPINA;2024;17/10/2024;23:00:00;SAO LEOPOLDO;PAMPEIRO, 671, CAMPINA, SAO LEOPOLDO;VEICULO;quinta-feira
1469;ASTROGILDO MATEUS SILVEIRA DA COSTA;266;ARROIO DA MANTEIGA;2024;18/10/2024;22:00:00;SAO LEOPOLDO;ASTROGILDO MATEUS SILVEIRA DA COSTA, 266, ARROIO DA MANTEIGA, SAO LEOPOLDO;QUALIFICADO;sexta-feira
1470;DAS MIMOSAS;101;SANTOS DUMONT;2024;18/10/2024;11:00:00;SAO LEOPOLDO;DAS MIMOSAS, 101, SANTOS DUMONT, SAO LEOPOLDO;QUALIFICADO;sexta-feira
1471;PRIMEIRO DE MARCO;801;CENTRO;2024;18/10/2024;20:30:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 801, CENTRO, SAO LEOPOLDO;SIMPLES;sexta-feira
1472;SENADOR SALGADO FILHO;3810;SCHARLAU;2024;18/10/2024;03:00:00;SAO LEOPOLDO;SENADOR SALGADO FILHO, 3810, SCHARLAU, SAO LEOPOLDO;COMERCIO;sexta-feira
1473;DIAMANTE;51;SCHARLAU;2024;19/10/2024;16:00:00;SAO LEOPOLDO;DIAMANTE, 51, SCHARLAU, SAO LEOPOLDO;SIMPLES;sábado
1474;JOSE BONIFACIO;801;CENTRO;2024;19/10/2024;02:00:00;SAO LEOPOLDO;JOSE BONIFACIO, 801, CENTRO, SAO LEOPOLDO;FIOS E CABOS;sábado
1475;PADRE WERNER;0;PADRE REUS;2024;19/10/2024;09:00:00;SAO LEOPOLDO;PADRE WERNER, 0, PADRE REUS, SAO LEOPOLDO;VEICULO;sábado
1476;SANTA ROSA;11;SANTA TERESA;2024;19/10/2024;05:30:00;SAO LEOPOLDO;SANTA ROSA, 11, SANTA TERESA, SAO LEOPOLDO;QUALIFICADO;sábado
1477;MAUA;529;CENTRO;2024;20/10/2024;15:30:00;SAO LEOPOLDO;MAUA, 529, CENTRO, SAO LEOPOLDO;FIOS E CABOS;domingo
1478;PADRE PEDRO ERNESTO HAESER SJ;72;CRISTO REI;2024;20/10/2024;17:30:00;SAO LEOPOLDO;PADRE PEDRO ERNESTO HAESER SJ, 72, CRISTO REI, SAO LEOPOLDO;VEICULO;domingo
1479;ALOYSIO CLIFORD MOLTER;232;ARROIO DA MANTEIGA;2024;21/10/2024;07:30:00;SAO LEOPOLDO;ALOYSIO CLIFORD MOLTER, 232, ARROIO DA MANTEIGA, SAO LEOPOLDO;QUALIFICADO;segunda-feira
1480;PRESIDENTE ROOSEVELT;68;CENTRO;2024;21/10/2024;15:00:00;SAO LEOPOLDO;PRESIDENTE ROOSEVELT, 68, CENTRO, SAO LEOPOLDO;CELULAR;segunda-feira
1481;SAO BORJA;361;RIO BRANCO;2024;21/10/2024;14:30:00;SAO LEOPOLDO;SAO BORJA, 361, RIO BRANCO, SAO LEOPOLDO;QUALIFICADO;segunda-feira
1482;ABELINO MORAES;65;FEITORIA;2024;22/10/2024;20:00:00;SAO LEOPOLDO;ABELINO MORAES, 65, FEITORIA, SAO LEOPOLDO;QUALIFICADO;terça-feira
1483;C;35;ARROIO DA MANTEIGA;2024;22/10/2024;17:30:00;SAO LEOPOLDO;C, 35, ARROIO DA MANTEIGA, SAO LEOPOLDO;RESIDENCIA;terça-feira
1484;CARLOS AUGUSTO DE SOUZA;197;ARROIO DA MANTEIGA;2024;22/10/2024;10:30:00;SAO LEOPOLDO;CARLOS AUGUSTO DE SOUZA, 197, ARROIO DA MANTEIGA, SAO LEOPOLDO;ARROMBAMENTO;terça-feira
1485;CARLOS AUGUSTO DE SOUZA;187;ARROIO DA MANTEIGA;2024;22/10/2024;15:00:00;SAO LEOPOLDO;CARLOS AUGUSTO DE SOUZA, 187, ARROIO DA MANTEIGA, SAO LEOPOLDO;RESIDENCIA;terça-feira
1486;JOSE JAROTZKY;85;FEITORIA;2024;22/10/2024;12:00:00;SAO LEOPOLDO;JOSE JAROTZKY, 85, FEITORIA, SAO LEOPOLDO;ARROMBAMENTO;terça-feira
1487;OSVALDO ARANHA;0;CENTRO;2024;22/10/2024;23:00:00;SAO LEOPOLDO;OSVALDO ARANHA, 0, CENTRO, SAO LEOPOLDO;VEICULO;terça-feira
1488;DOS HIBISCOS;2;SANTOS DUMONT;2024;23/10/2024;17:00:00;SAO LEOPOLDO;DOS HIBISCOS, 2, SANTOS DUMONT, SAO LEOPOLDO;SIMPLES;quarta-feira
1489;DOUTOR HILLEBRAND;482;RIO DOS SINOS;2024;23/10/2024;01:00:00;SAO LEOPOLDO;DOUTOR HILLEBRAND, 482, RIO DOS SINOS, SAO LEOPOLDO;FIOS E CABOS;quarta-feira
1490;OSVALDO ARANHA;68;CENTRO;2024;23/10/2024;10:00:00;SAO LEOPOLDO;OSVALDO ARANHA, 68, CENTRO, SAO LEOPOLDO;VEICULO;quarta-feira
1491;PRIMEIRO DE MARCO;821;CENTRO;2024;23/10/2024;15:00:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 821, CENTRO, SAO LEOPOLDO;QUALIFICADO;quarta-feira
1492;MALTA;87;FEITORIA;2024;24/10/2024;20:00:00;SAO LEOPOLDO;MALTA, 87, FEITORIA, SAO LEOPOLDO;QUALIFICADO;quinta-feira
1493;OSVALDO ARANHA;730;CENTRO;2024;24/10/2024;19:30:00;SAO LEOPOLDO;OSVALDO ARANHA, 730, CENTRO, SAO LEOPOLDO;VEICULO;quinta-feira
1494;SAO NICOLAU;375;CRISTO REI;2024;24/10/2024;08:30:00;SAO LEOPOLDO;SAO NICOLAU, 375, CRISTO REI, SAO LEOPOLDO;ARROMBAMENTO;quinta-feira
1495;IMPERATRIZ LEOPOLDINA;2300;PINHEIRO;2024;25/10/2024;10:00:00;SAO LEOPOLDO;IMPERATRIZ LEOPOLDINA, 2300, PINHEIRO, SAO LEOPOLDO;QUALIFICADO;sexta-feira
1496;OSVALDO ARANHA;841;CENTRO;2024;25/10/2024;08:30:00;SAO LEOPOLDO;OSVALDO ARANHA, 841, CENTRO, SAO LEOPOLDO;VEICULO;sexta-feira
1497;OSVALDO ARANHA;832;CENTRO;2024;25/10/2024;08:00:00;SAO LEOPOLDO;OSVALDO ARANHA, 832, CENTRO, SAO LEOPOLDO;VEICULO;sexta-feira
1498;SAO JOAQUIM;1200;CENTRO;2024;25/10/2024;12:30:00;SAO LEOPOLDO;SAO JOAQUIM, 1200, CENTRO, SAO LEOPOLDO;SIMPLES;sexta-feira
1499;SERGIPE;180;SCHARLAU;2024;25/10/2024;23:00:00;SAO LEOPOLDO;SERGIPE, 180, SCHARLAU, SAO LEOPOLDO;RESIDENCIA;sexta-feira
1500;FEITORIA;350;SAO JOSE;2024;26/10/2024;17:30:00;SAO LEOPOLDO;FEITORIA, 350, SAO JOSE, SAO LEOPOLDO;SIMPLES;sábado
1501;GERMANO HAUSCHILD;210;CRISTO REI;2024;26/10/2024;20:00:00;SAO LEOPOLDO;GERMANO HAUSCHILD, 210, CRISTO REI, SAO LEOPOLDO;FIOS E CABOS;sábado
1502;MAUA;2035;SANTOS DUMONT;2024;26/10/2024;19:00:00;SAO LEOPOLDO;MAUA, 2035, SANTOS DUMONT, SAO LEOPOLDO;SIMPLES;sábado
1503;BRASIL;784;CENTRO;2024;27/10/2024;03:00:00;SAO LEOPOLDO;BRASIL, 784, CENTRO, SAO LEOPOLDO;CELULAR;domingo
1504;INDEPENDENCIA;0;CENTRO;2024;27/10/2024;18:00:00;SAO LEOPOLDO;INDEPENDENCIA, 0, CENTRO, SAO LEOPOLDO;SIMPLES;domingo
1505;NOBREGA;428;CRISTO REI;2024;27/10/2024;18:30:00;SAO LEOPOLDO;NOBREGA, 428, CRISTO REI, SAO LEOPOLDO;VEICULO;domingo
1506;PALMEIRA DAS MISSOES;653;SANTA TERESA;2024;27/10/2024;19:30:00;SAO LEOPOLDO;PALMEIRA DAS MISSOES, 653, SANTA TERESA, SAO LEOPOLDO;CELULAR;domingo
1507;SAO BORJA;112;RIO BRANCO;2024;27/10/2024;22:00:00;SAO LEOPOLDO;SAO BORJA, 112, RIO BRANCO, SAO LEOPOLDO;SIMPLES;domingo
1508;BELEM;358;SCHARLAU;2024;28/10/2024;20:00:00;SAO LEOPOLDO;BELEM, 358, SCHARLAU, SAO LEOPOLDO;SIMPLES;segunda-feira
1509;BENTO GONCALVES;634;CENTRO;2024;28/10/2024;02:00:00;SAO LEOPOLDO;BENTO GONCALVES, 634, CENTRO, SAO LEOPOLDO;COMERCIO;segunda-feira
1510;CASTOR;135;ARROIO DA MANTEIGA;2024;28/10/2024;00:30:00;SAO LEOPOLDO;CASTOR, 135, ARROIO DA MANTEIGA, SAO LEOPOLDO;COMERCIO;segunda-feira
1511;INDEPENDENCIA;714;CENTRO;2024;28/10/2024;10:00:00;SAO LEOPOLDO;INDEPENDENCIA, 714, CENTRO, SAO LEOPOLDO;SIMPLES;segunda-feira
